t,ID,z,bvs,FixRepro,bvr,food,s,ARS,age,p1,p2,phi
 5 , 3 , 12.32009 , 0.7586034 , 0.7431717 , 0.7431717 , 37 , F , 1 , 4 , NA , NA , 0
 5 , 6 , 19.73316 , 0.2030747 , 0.0121612 , 0.0121612 , 42 , M , 0 , 4 , NA , NA , 0
 5 , 24 , 15.34685 , -0.1139206 , -0.1179307 , -0.1179307 , 40 , F , 1 , 4 , NA , NA , 0
 5 , 35 , 14.40776 , 0.005053102 , -0.07232577 , -0.07232577 , 40 , M , 0 , 4 , NA , NA , 0
 5 , 80 , 33.28008 , -0.3113276 , 1.058858 , 1.058858 , 60 , F , 1 , 3 , 60 , 45 , 0
 5 , 87 , 20.4943 , -0.04027388 , 0.7183837 , 0.7183837 , 41 , F , 2 , 2 , 36 , 52 , 0
 5 , 106 , 18.29105 , -0.5890944 , 0.2644738 , 0.2644738 , 36 , F , 2 , 1 , 36 , 39 , 0
 5 , 115 , 40.65887 , 0.02289685 , 0.3312081 , 0.3312081 , 65 , F , 1 , 1 , 79 , 49 , 0
 5 , 116 , 46.75314 , 0.09952457 , 1.114712 , 1.114712 , 76 , M , 0 , 1 , 80 , 99 , 0
 5 , 122 , 26.50363 , -0.6867493 , -1.518955 , -1.518955 , 52 , M , 0 , 0 , 7 , 26 , 0
 5 , 126 , 30.28534 , -0.5207904 , -0.903253 , -0.903253 , 60 , F , 0 , 0 , 55 , 112 , 0
 5 , 127 , 23.05265 , -0.5730047 , -0.6839632 , -0.6839632 , 50 , M , 0 , 0 , 57 , 84 , 0
 5 , 137 , 45.59125 , -0.2480313 , -0.4983855 , -0.4983855 , 73 , M , 0 , 0 , 93 , 111 , 0
 5 , 138 , 26.92221 , 0.02216726 , 1.521745 , 1.521745 , 48 , F , 0 , 0 , 106 , 98 , 0
